method,Internal_ID,Annotation_ID,Metabolite,MZ,Adduct,hmdbId,hmdbIdSpecificity,chebiId,pubChemId,smiles,inChI,inChIKey,chemicalFormula,adduct of formula,LinkedCompounds
C18P,Annotation__20240429__CAR130__a7kk59Rr,CAR 13:0,CAR 13:0,358.2951854,[M+H]+,HMDB0241308,1,,88244659,CCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C20H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-20(24)25-18(16-19(22)23)17-21(2,3)4/h18H,5-17H2,1-4H3/t18-/m1/s1",OLAOWMDKXPIITQ-GOSISDBHSA-N,C20H39NO4,[M],mxp2466
C18P,Annotation__20240429__CAR140__QB99HWee,CAR 14:0,CAR 14:0,372.3108354,[M+H]+,HMDB0005066,1,CHEBI:84634,53477791,CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1",PSHXNVGSVNEJBD-LJQANCHMSA-N,C21H41NO4,[M],mxp0215
C18P,Annotation__20240429__CAR140;OH__BPu3LWkr,CAR 14:0;OH,CAR 14:0;OH,388.3057504,[M+H]+,HMDB0013166,2,,,,,,C21H41NO5,[M],mxp2268-sc
C18P,Annotation__20240429__CAR141;OH__fXxpnrC4,CAR 14:1;OH,CAR 14:1;OH,386.2901004,[M+H]+,,,,,,,,C21H39NO5,[M],
C18P,Annotation__20240429__CAR141A__cbBMkAi6,CAR 14:1_A,CAR 14:1_A,370.2951854,[M+H]+,HMDB0002014,2,CHEBI:73060,136212425,CCCCCCCCCCC/C=C/C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C21H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h15-16,19H,5-14,17-18H2,1-4H3/b16-15+/t19-/m1/s1",BUBHHSHBKWNLLG-CLHDZIPGSA-N,C21H39NO4,[M],mxp0216
C18P,Annotation__20240429__CAR141B__aHSi3mVf,CAR 14:1_B,CAR 14:1_B,370.2951854,[M+H]+,HMDB0002014,2,CHEBI:73060,136212425,CCCCCCCCCCC/C=C/C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C21H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h15-16,19H,5-14,17-18H2,1-4H3/b16-15+/t19-/m1/s1",BUBHHSHBKWNLLG-CLHDZIPGSA-N,C21H39NO4,[M],mxp0216
C18P,"Annotation__20240429__CAR142(5Z,8Z)__pHd8Arnt","CAR 14:2(5Z,8Z)",CAR 14:2,368.2795354,[M+H]+,HMDB0013331,,CHEBI:89746,136212422,CCCCC/C=C\C/C=C\CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C21H37NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h9-10,12-13,19H,5-8,11,14-18H2,1-4H3/b10-9-,13-12-/t19-/m1/s1",REUVFPFCXKWJQA-ALJURTIHSA-N,C21H37NO4,[M],mxp0217
C18P,Annotation__20240429__CAR160__BbVPy3gD,CAR 16:0,CAR 16:0,400.3421354,[M+H]+,HMDB0000222,1,CHEBI:17490,11953816,CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1",XOMRRQXKHMYMOC-OAQYLSRUSA-N,C23H45NO4,[M],mxp0218
C18P,Annotation__20240429__CAR161__jqLE7fMD,CAR 16:1,CAR 16:1,398.3264854,[M+H]+,HMDB0013207,2,,,,,,C23H43NO4,[M],mxp4099-sc
C18P,Annotation__20240429__CAR181A__Mum4bLmR,CAR 18:1_A,CAR 18:1_A,426.3577854,[M+H]+,HMDB0005065,2,,,,,,C25H47NO4,[M],mxp4295-sc
C18P,Annotation__20240429__CAR181B__JQXNBWGt,CAR 18:1_B,CAR 18:1_B,426.3577854,[M+H]+,HMDB0005065,2,,,,,,C25H47NO4,[M],mxp4295-sc
C18P,Annotation__20240429__CAR182__wtjLEUZd,CAR 18:2,CAR 18:2,424.3421354,[M+H]+,HMDB0006469,2,CHEBI:84098,6450015,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1",MJLXQSQYKZWZCB-DQFWFXSYSA-N,C25H45NO4,[M],mxp0223
C18P,Annotation__20240429__CAR183__V4euqZFA,CAR 18:3,CAR 18:3,422.3264854,[M+H]+,HMDB0006318,2,,,,,,C25H43NO4,[M],mxp4100-sc
C18P,Annotation__20240429__CAR20A__BJZe2wDC,CAR 2:0_A,CAR 2:0_A,204.1230354,[M+H]+,HMDB0000201,1,CHEBI:57589,18230,CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m0/s1",RDHQFKQIGNGIED-QMMMGPOBSA-N,C9H17NO4,[M],mxp0198
C18P,Annotation__20240429__CAR20B__SCmr347u,CAR 2:0_B,CAR 2:0_B,204.1230354,[M+H]+,HMDB0000201,1,CHEBI:57589,18230,CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m0/s1",RDHQFKQIGNGIED-QMMMGPOBSA-N,C9H17NO4,[M],mxp0198
C18P,"Annotation__20240429__CAR204(5Z,8Z,11Z,14Z)__7thdhBQq","CAR 20:4(5Z,8Z,11Z,14Z)",CAR 20:4,448.3421354,[M+H]+,HMDB0006455,,CHEBI:73082,71464486,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C27H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h9-10,12-13,15-16,18-19,25H,5-8,11,14,17,20-24H2,1-4H3/b10-9-,13-12-,16-15-,19-18-",RBFQHRALHSUPIA-SNPVRQPZSA-N,C27H45NO4,[M],mxp0227
C18P,Annotation__20240429__CAR30A__UoMnV87A,CAR 3:0_A,CAR 3:0_A,218.1386854,[M+H]+,HMDB0000824,1,CHEBI:53210,188824,CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1",UFAHZIUFPNSHSL-MRVPVSSYSA-N,C10H19NO4,[M],mxp0199
C18P,Annotation__20240429__CAR30B__hv6nBTqY,CAR 3:0_B,CAR 3:0_B,218.1386854,[M+H]+,HMDB0000824,1,CHEBI:53210,188824,CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1",UFAHZIUFPNSHSL-MRVPVSSYSA-N,C10H19NO4,[M],mxp0199
C18P,Annotation__20240429__CAR40__vW6rUiZy,CAR 4:0,CAR 4:0,232.1543354,[M+H]+,HMDB0002013,1,CHEBI:21949,213144,CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1",QWYFHHGCZUCMBN-SECBINFHSA-N,C11H21NO4,[M],mxp0202
C18P,Annotation__20240429__CAR40;3MeA__VkLgyS5f,CAR 4:0;3Me_A,CAR 4:0;3Me_A,246.1699854,[M+H]+,,,,6426851,CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3",IGQBPDJNUXPEMT-UHFFFAOYSA-N,C12H23NO4,[M],mxp3452
C18P,Annotation__20240429__CAR40;3OH__MkJoEgHa,CAR 4:0;3OH,CAR 4:0;3OH,248.1492504,[M+H]+,,,,53481617,CC(CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C)O,"InChI=1S/C11H21NO5/c1-8(13)5-11(16)17-9(6-10(14)15)7-12(2,3)4/h8-9,13H,5-7H2,1-4H3/t8?,9-/m0/s1",UEFRDQSMQXDWTO-GKAPJAKFSA-N,C11H21NO5,[M],mxp4071
C18P,"Annotation__20240429__CAR40;OH,MeA__gJmDuXWh","CAR 4:0;OH,Me_A","CAR 4:0;OH,Me_A",262.1649004,[M+H]+,,,,,,,,C12H23NO5,[M],
C18P,"Annotation__20240429__CAR40;OH,MeB__ydKc53Nr","CAR 4:0;OH,Me_B","CAR 4:0;OH,Me_B",262.1649004,[M+H]+,,,,,,,,C12H23NO5,[M],
C18P,Annotation__20240429__CAR50__Sf8CtfRq,CAR 5:0,CAR 5:0,246.1699854,[M+H]+,HMDB0000688,1,CHEBI:70819,53481619,CCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C12H23NO4/c1-5-6-7-12(16)17-10(8-11(14)15)9-13(2,3)4/h10H,5-9H2,1-4H3/t10-/m0/s1",VSNFQQXVMPSASB-JTQLQIEISA-N,C12H23NO4,[M],mxp0204
C18P,Annotation__20240429__CAR51__6U2qyzKU,CAR 5:1,CAR 5:1,244.1543354,[M+H]+,HMDB0002366,1,,,,,,C12H21NO4,[M],mxp4294-sc
C18P,Annotation__20240429__CAR60__NVQhRudS,CAR 6:0,CAR 6:0,260.1856354,[M+H]+,HMDB0000705,1,CHEBI:84834,3246938,CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1",VVPRQWTYSNDTEA-LLVKDONJSA-N,C13H25NO4,[M],mxp0207
C18P,Annotation__20240429__CAR60;2OH__QgtGXfnA,CAR 6:0;2OH,CAR 6:0;2OH,276.1805504,[M+H]+,,,,131801513,CCC[C@H](CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C)O,"InChI=1S/C13H25NO5/c1-5-6-10(15)7-13(18)19-11(8-12(16)17)9-14(2,3)4/h10-11,15H,5-9H2,1-4H3/t10-,11-/m1/s1",VYEONLJQPYRKAN-GHMZBOCLSA-N,C13H25NO5,[M],mxp4068
C18P,Annotation__20240429__CAR80__hkmZ3ZYU,CAR 8:0,CAR 8:0,288.2169354,[M+H]+,HMDB0000791,1,CHEBI:18102,11953814,CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1",CXTATJFJDMJMIY-CYBMUJFWSA-N,C15H29NO4,[M],mxp0209
C18P,Annotation__20240429__CAR81A__P5BcnoC2,CAR 8:1_A,CAR 8:1_A,286.2012854,[M+H]+,HMDB0013324,2,,70679121,CCCCC/C=C/C(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C15H27NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h9-10,13H,5-8,11-12H2,1-4H3/b10-9+/t13-/m0/s1",LOSHAHDSFZXVCT-LXKVQUBZSA-N,C15H27NO4,[M],mxp2693
C18P,Annotation__20240429__CAR81B__5FkEcHva,CAR 8:1_B,CAR 8:1_B,286.2012854,[M+H]+,HMDB0013324,2,,70679121,CCCCC/C=C/C(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C15H27NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h9-10,13H,5-8,11-12H2,1-4H3/b10-9+/t13-/m0/s1",LOSHAHDSFZXVCT-LXKVQUBZSA-N,C15H27NO4,[M],mxp2693
C18P,Annotation__20240429__CAR90A__uuoQyApx,CAR 9:0_A,CAR 9:0_A,302.2325854,[M+H]+,HMDB0013288,1,CHEBI:85527,53481660,CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C16H31NO4/c1-5-6-7-8-9-10-11-16(20)21-14(12-15(18)19)13-17(2,3)4/h14H,5-13H2,1-4H3",MPSPNFAQQQMFLK-UHFFFAOYSA-N,C16H31NO4,[M],mxp0210
C18P,Annotation__20240429__CAR90B__zADsFYVB,CAR 9:0_B,CAR 9:0_B,302.2325854,[M+H]+,HMDB0013288,1,CHEBI:85527,53481660,CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,"InChI=1S/C16H31NO4/c1-5-6-7-8-9-10-11-16(20)21-14(12-15(18)19)13-17(2,3)4/h14H,5-13H2,1-4H3",MPSPNFAQQQMFLK-UHFFFAOYSA-N,C16H31NO4,[M],mxp0210
C18P,Annotation__20240429__CAR91__sYpaw2uf,CAR 9:1,CAR 9:1,300.2169354,[M+H]+,HMDB0241744,2,,,,,,C16H29NO4,[M],mxp4086-sc
C18P,Annotation__20240429__CARDC100__6ewub9Ga,CAR DC10:0,CAR DC10:0,346.2224154,[M+H]+,HMDB0240726,1,,131801579,C[N+](C)(C)C[C@@H](CC(=O)[O-])OC(=O)CCCCCCCCC(=O)O,"InChI=1S/C17H31NO6/c1-18(2,3)13-14(12-16(21)22)24-17(23)11-9-7-5-4-6-8-10-15(19)20/h14H,4-13H2,1-3H3,(H-,19,20,21,22)/t14-/m1/s1",GBFPILOKXGQZKW-CQSZACIVSA-N,C17H31NO6,[M],mxp4067
C18P,Annotation__20240429__CARDC181__8EJg9Jts,CAR DC18:1,CAR DC18:1,456.3319654,[M+H]+,HMDB0241537,2,,,,,,C25H45NO6,[M],mxp4125-sc
C18P,Annotation__20240429__CARDC30__5Mos3wxT,CAR DC3:0,CAR DC3:0,248.1128654,[M+H]+,HMDB0002095,1,CHEBI:85470,22833583,C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CC(=O)O,"InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m0/s1",ZGNBLKBZJBJFDG-ZETCQYMHSA-N,C10H17NO6,[M],mxp0200
C18P,Annotation__20240429__CARDC50A__eW8VqvxG,CAR DC5:0_A,CAR DC5:0_A,276.1441654,[M+H]+,HMDB0013130,2,CHEBI:73040,53481622,C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CCCC(=O)O,"InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m0/s1",NXJAXUYOQLTISD-VIFPVBQESA-N,C12H21NO6,[M],mxp0206
C18P,Annotation__20240429__CARDC50B__bYjLinqi,CAR DC5:0_B,CAR DC5:0_B,276.1441654,[M+H]+,HMDB0013130,2,CHEBI:73040,53481622,C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CCCC(=O)O,"InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m0/s1",NXJAXUYOQLTISD-VIFPVBQESA-N,C12H21NO6,[M],mxp0206
C18P,Annotation__20240429__CARDC50C__LWkVchBM,CAR DC5:0_C,CAR DC5:0_C,276.1441654,[M+H]+,HMDB0013130,2,CHEBI:73040,53481622,C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CCCC(=O)O,"InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m0/s1",NXJAXUYOQLTISD-VIFPVBQESA-N,C12H21NO6,[M],mxp0206
C18P,Annotation__20240429__CARDC60A__XcTRUbT2,CAR DC6:0_A,CAR DC6:0_A,290.1598154,[M+H]+,HMDB0061677,2,CHEBI:68568,71296139,C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCC(=O)O,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)",BSVHAXJKBCWVDA-UHFFFAOYSA-N,C13H23NO6,[M],mxp1844
C18P,Annotation__20240429__CARDC60B__wbADZYLf,CAR DC6:0_B,CAR DC6:0_B,290.1598154,[M+H]+,HMDB0061677,2,CHEBI:68568,71296139,C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCC(=O)O,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)",BSVHAXJKBCWVDA-UHFFFAOYSA-N,C13H23NO6,[M],mxp1844
C18P,Annotation__20240429__CARDC70A__HTSXhGyw,CAR DC7:0_A,CAR DC7:0_A,304.1754654,[M+H]+,HMDB0013328,2,,91825640,C[N+](C)(C)C[C@@H](CC(=O)[O-])OC(=O)CCCCCC(=O)O,"InChI=1S/C14H25NO6/c1-15(2,3)10-11(9-13(18)19)21-14(20)8-6-4-5-7-12(16)17/h11H,4-10H2,1-3H3,(H-,16,17,18,19)/t11-/m1/s1",NTBUXPPQHCFLOM-LLVKDONJSA-N,C14H25NO6,[M],mxp4119
C18P,Annotation__20240429__CARDC70B__hSCpKDzZ,CAR DC7:0_B,CAR DC7:0_B,304.1754654,[M+H]+,HMDB0013328,2,,91825640,C[N+](C)(C)C[C@@H](CC(=O)[O-])OC(=O)CCCCCC(=O)O,"InChI=1S/C14H25NO6/c1-15(2,3)10-11(9-13(18)19)21-14(20)8-6-4-5-7-12(16)17/h11H,4-10H2,1-3H3,(H-,16,17,18,19)/t11-/m1/s1",NTBUXPPQHCFLOM-LLVKDONJSA-N,C14H25NO6,[M],mxp4119
C18P,Annotation__20240429__CARDC80__pTQUNzne,CAR DC8:0,CAR DC8:0,318.1911154,[M+H]+,HMDB0240724,1,,71752223,C[N+](C)(C)C[C@@H](CC(=O)[O-])OC(=O)CCCCCCC(=O)O,"InChI=1S/C15H27NO6/c1-16(2,3)11-12(10-14(19)20)22-15(21)9-7-5-4-6-8-13(17)18/h12H,4-11H2,1-3H3,(H-,17,18,19,20)/t12-/m1/s1",YVWVEIPYMGBQPE-GFCCVEGCSA-N,C15H27NO6,[M],mxp4122
C18P,Annotation__20240429__Carnitine__McW32NAr,Carnitine,Carnitine,162.1124704,[M+H]+,HMDB0000062,1,CHEBI:16347,10917,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",PHIQHXFUZVPYII-ZCFIWIBFSA-N,C7H15NO3,[M],mxp0197
C18P,Annotation__20240429__cetirizine__jyHn98QT,cetirizine,Cetirizine,389.1626474,[M+H]+,HMDB0005032,1,CHEBI:3561,2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)",ZKLPARSLTMPFCP-UHFFFAOYSA-N,C21H25ClN2O3,[M],mxp1408
C18P,Annotation__20240429__C-Glycosyltryptophan__ptPsCMcZ,C-Glycosyltryptophan,C-Glycosyltryptophan,367.1499794,[M+H]+,HMDB0240296,1,,21775807,C1=CC=C2C(=C1)C(=C(N2)C3C(C(C(C(O3)CO)O)O)O)C[C@@H](C(=O)O)N,"InChI=1S/C17H22N2O7/c18-9(17(24)25)5-8-7-3-1-2-4-10(7)19-12(8)16-15(23)14(22)13(21)11(6-20)26-16/h1-4,9,11,13-16,19-23H,5-6,18H2,(H,24,25)/t9-,11?,13?,14?,15?,16?/m0/s1",CPXSBHKDEPPWIX-NJORQXHJSA-N,C17H22N2O7,[M],mxp1267
C18P,Annotation__20240429__cholate__w2LmrrW6,cholate,Cholic acid,426.3214004,[M+NH4]+,HMDB0000619,1,CHEBI:16359,221493,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N,C24H40O5,[M],mxp0087
C18P,Annotation__20240429__Cinnamoylglycine__rDcfWSXp,Cinnamoylglycine,Cinnamoylglycine,206.0811704,[M+H]+,HMDB0011621,1,CHEBI:68616,709625,C1=CC=C(C=C1)/C=C/C(=O)NCC(=O)O,"InChI=1S/C11H11NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H,12,13)(H,14,15)/b7-6+",YAADMLWHGMUGQL-VOTSOKGWSA-N,C11H11NO3,[M],mxp1262
C18P,Annotation__20240429__Cortisol__pCScxWze,Cortisol,Cortisol,363.2166014,[M+H]+,HMDB0000063,1,CHEBI:17650,5754,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",JYGXADMDTFJGBT-VWUMJDOOSA-N,C21H30O5,[M],mxp0710
C18P,Annotation__20240429__Cortisone__6eiEsYmu,Cortisone,Cortisone,361.2009514,[M+H]+,HMDB0002802,1,CHEBI:16962,222786,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",MFYSYFVPBJMHGN-ZPOLXVRWSA-N,C21H28O5,[M],mxp0982
C18P,Annotation__20240429__CotinineN-oxide__wU98s4U5,Cotinine N-oxide,Cotinine N-oxide,193.0971544,[M+H]+,HMDB0001411,1,CHEBI:89087,9815514,CN1[C@@H](CCC1=O)C2=C[N+](=CC=C2)[O-],"InChI=1S/C10H12N2O2/c1-11-9(4-5-10(11)13)8-3-2-6-12(14)7-8/h2-3,6-7,9H,4-5H2,1H3/t9-/m0/s1",CIPULDKLIIVIER-VIFPVBQESA-N,C10H12N2O2,[M],mxp1268
C18P,Annotation__20240429__Cytosine__xs3vrAh2,Cytosine,Cytosine,112.0505384,[M+H]+,HMDB0000630,1,CHEBI:16040,597,C1=C(NC(=O)N=C1)N,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,C4H5N3O,[M],mxp0180
C18P,Annotation__20240429__D-Biotin-d2__Ud6i6uT7,D-Biotin-d2,D-Biotin-d2,247.1079954,[M+H]+,internal standard,,,129848804,[2H]C([2H])(CCC[C@H]1[C@@H]2[C@H](CS1)NC(=O)N2)C(=O)O,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1/i4D2",YBJHBAHKTGYVGT-XQDKMORNSA-N,C10H14D2N2O3S,[M],mxp4283
C18P,Annotation__20240429__DimethylarginineSymmetricdimethylarginine__NSPfg9NK,Dimethylarginine/Symmetric dimethylarginine,Dimethylarginine/Symmetric dimethylarginine,203.1502524,[M+H]+,HMDB0001539,1,CHEBI:17929,123831,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,"InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1",YDGMGEXADBMOMJ-LURJTMIESA-N,C8H18N4O2,[M],mxp0149
C18P,Annotation__20240429__EcgonineMethylEster__VvFJH6Tn,Ecgonine Methyl Ester,Ecgonine Methyl Ester,200.1281204,[M+H]+,HMDB0006406,,,104904,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)OC,"InChI=1S/C10H17NO3/c1-11-6-3-4-7(11)9(8(12)5-6)10(13)14-2/h6-9,12H,3-5H2,1-2H3/t6-,7+,8-,9+/m0/s1",QIQNNBXHAYSQRY-UYXSQOIJSA-N,C10H17NO3,[M],mxp1824
C18P,Annotation__20240429__Escitalopram__phpznqKf,Escitalopram,Escitalopram,325.1710674,[M+H]+,HMDB0005028,1,CHEBI:36791,146570,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3/t20-/m0/s1",WSEQXVZVJXJVFP-FQEVSTJZSA-N,C20H21FN2O,[M],mxp1284
C18P,Annotation__20240429__Fluconazole__qYmvEVUM,Fluconazole,Fluconazole,307.1113414,[M+H]+,HMDB0014342,1,CHEBI:46081,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,C13H12F2N6O,[M],mxp1072
C18P,Annotation__20240429__Gabapentin__evybxemH,Gabapentin,Gabapentin,172.1332054,[M+H]+,HMDB0005015,1,CHEBI:42797,3446,C1CCC(CC1)(CC(=O)O)CN,"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)",UGJMXCAKCUNAIE-UHFFFAOYSA-N,C9H17NO2,[M],mxp1246
